factor_no,factor_id,factor_name,category,protocol_role,usage_type,economic_meaning,formula,expected_direction,data_source,implementation_status,unavailable_reason,binary,available,development_coverage,development_missing_rate,development_unique_values,development_observations,development_instruments,event_feature,raw_available_date,ml_inclusion_rule,factor_name_metric,category_metric,protocol_role_metric,usage_type_metric,economic_meaning_metric,expected_direction_metric,orientation,coverage,ic_observations,ic_mean,rank_ic,ic_std,ic_ir,rank_ic_std,rank_ic_ir,rank_ic_hit_rate,p_ic_gt_002,p_ic_lt_neg002,rank_ic_t_stat,rank_ic_p_value,factor_return,annual_return,annual_volatility,sharpe,max_drawdown,calmar,turnover,t_stat,p_value,annual_return_0bps,sharpe_0bps,annual_return_3bps,sharpe_3bps,annual_return_5bps,sharpe_5bps,annual_return_10bps,sharpe_10bps,monotonicity,group_return_spread,rank_ic_fdr_q,portfolio_fdr_q,screening_class,enters_ml,ml_inclusion_note,positive_year_rate,yearly_rank_ic_std,delayed_1d_rank_ic,feature_name,correlation_cluster,cluster_representative,max_abs_feature_correlation,evaluated_products,positive_product_rate,median_product_rank_ic,evaluated_sectors,positive_sector_rate,median_sector_rank_ic
21,volume_shock_20,成交量冲击,trading_liquidity,core,conditional,成交量相对历史正常水平的异常,zscore(log_volume; prior_20),mixed,主力成交量,computed,,False,True,0.9831549518511196,0.0168450481488803,69628,69629,30,False,2015-01-19,pre_registered_and_data_quality_pass,成交量冲击,trading_liquidity,core,conditional,成交量相对历史正常水平的异常,mixed,1.0,0.9997687005597446,1450,0.007928096328935,0.0063221180705741,0.2236414330381953,0.035450033659823,0.2227882915969634,0.0283772456140162,0.5124137931034483,0.4751724137931034,0.4503448275862069,0.7612078156243662,0.4466568114744486,-0.1934874135408224,-0.0366820299691696,0.0763776903569833,-0.4510024565962371,-0.2110296581455047,-0.1738240505696003,1.4370114942528736,-1.1600469827467792,0.2469871182616424,-0.0011415685510922,0.0231278915207487,-0.0226170142477493,-0.2613736359031556,-0.0366820299691696,-0.4510024565962371,-0.0709829254240465,-0.9248422430061596,0.4999999999999999,9.89493907317771e-05,0.6420691664945198,0.9483661619600654,C 条件变量,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.0199468726129125,0.007443378400918,volume_shock_20__csz,34.0,volume_shock_20__csz,0.4265381348400537,30,0.5333333333333333,0.005328676350448,4,0.25,-0.0043081770907615
22,amihud_20,Amihud非流动性,trading_liquidity,core,risk,单位成交额对应的绝对价格变动,"mean(abs(return)/amount,20)",negative,实际主力合约收益、成交额,computed,,False,True,0.9751348451046286,0.0248651548953714,69041,69061,30,False,2015-02-02,pre_registered_and_data_quality_pass,Amihud非流动性,trading_liquidity,core,risk,单位成交额对应的绝对价格变动,negative,-1.0,0.999097932183004,1450,0.0133565512636515,0.0115588225478592,0.2362932672596102,0.0565253145743545,0.2139602418142442,0.0540232262304803,0.526896551724138,0.4917241379310345,0.4393103448275862,1.1253672316842522,0.2606198165807449,0.0848902859290865,0.0142611987489491,0.0872387613190718,0.2059459616877772,-0.2635053531128064,0.0541210968979592,0.1932183908045976,0.5020349347583378,0.6160252177552876,0.0192071661044068,0.2616442270091996,0.0162367947428678,0.2282322988004643,0.0142611987489491,0.2059459616877772,0.0093384400464542,0.1501923236912085,0.4999999999999999,0.0007084991713117,0.5708815029863936,0.9483661619600654,D 风险变量,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.0317529717824893,0.0118486783737692,amihud_20__csz,36.0,amihud_20__csz,0.2380612558465907,30,0.2666666666666666,-0.0185119210597033,4,0.75,0.0128061547506492
23,turnover_oi,成交量—持仓量换手率,trading_liquidity,core,conditional,相对存量持仓的交易活跃程度,volume/open_interest,mixed,主力成交量、持仓量,computed,,False,True,0.9961311456891926,0.0038688543108074,69839,70548,30,False,2015-01-05,pre_registered_and_data_quality_pass,成交量—持仓量换手率,trading_liquidity,core,conditional,相对存量持仓的交易活跃程度,mixed,1.0,1.0,1450,0.0077284523787454,0.0072931362251523,0.2734574995088357,0.0282619873019638,0.2428342939897024,0.0300333865753807,0.506896551724138,0.4986206896551724,0.4427586206896551,0.6514677222994346,0.5148479127280429,0.070763306872198,0.011953419088275,0.0856639297866485,0.1814343863265723,-0.1445643189732294,0.0826858188325753,0.6129885057471264,0.4642801666496369,0.6427965774789804,0.0276977877277133,0.3615676119566205,0.0182226874763247,0.2535138489848234,0.011953419088275,0.1814343863265723,-0.003555246368365,0.0011102945141933,0.6,0.0010159908901617,0.6854893235650289,0.9483661619600654,C 条件变量,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.0336903949213468,0.007566292044941,turnover_oi__csz,37.0,turnover_oi__csz,0.5012127866149094,30,0.6333333333333333,0.0224481739010583,4,0.75,0.01755548925976
24,realized_volatility_20,已实现波动率,volatility_risk,extension,risk,过去二十日收益波动风险,"std(log_return,20)*sqrt(252)",mixed,实际主力合约收益,computed,,False,True,0.9839597865070177,0.0160402134929824,69418,69686,30,False,2015-02-02,pre_registered_and_data_quality_pass,已实现波动率,volatility_risk,extension,risk,过去二十日收益波动风险,mixed,1.0,0.9995374011194892,1450,0.0136935950045766,0.0127738584098131,0.3448355241580887,0.0397105113749791,0.315420055966928,0.040497927028307,0.5124137931034483,0.4896551724137931,0.4703448275862069,0.836814059511026,0.4028350779933413,-0.0069317628067845,-0.0012081568780182,0.126592558063626,0.0539761963623872,-0.2145548010678666,-0.0056309943753534,0.3555172413793103,0.1393846282223922,0.889243301803281,0.0077799542836005,0.1247368813510532,0.0023776737323573,0.082282101639915,-0.0012081568780182,0.0539761963623872,-0.0101181296530759,-0.0167952943516762,0.4999999999999999,0.0007277921262637,0.6420691664945198,0.9483661619600654,D 风险变量,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.8333333333333334,0.0361265861594632,0.011926915039567,realized_volatility_20__csz,38.0,realized_volatility_20__csz,0.9113938181118868,30,0.7,0.0102049844484633,4,0.75,0.0227125842287912
25,low_volatility_20,低波动因子,volatility_risk,extension,risk,横截面低波动品种得分更高,-cross_sectional_rank(realized_volatility_20),positive,实际主力合约收益,computed,,False,True,0.9839597865070177,0.0160402134929824,152,69686,30,False,2015-02-02,pre_registered_and_data_quality_pass,低波动因子,volatility_risk,extension,risk,横截面低波动品种得分更高,positive,1.0,0.9995374011194892,1450,-0.0188110177774615,-0.0127738584098131,0.3186750274386413,-0.0590288417911363,0.315420055966928,-0.040497927028307,0.4875862068965517,0.4558620689655172,0.4993103448275862,-0.836814059511026,0.4028350779933413,-0.1715687313413563,-0.0321823446221424,0.1266162980133084,-0.1954807882234472,-0.2471477707478456,-0.1302149905085597,0.3555172413793103,-0.5044205272605392,0.6143502576047997,-0.0234646184930588,-0.1247368813510532,-0.0287043938365977,-0.1671856207942382,-0.0321823446221424,-0.1954807882234472,-0.0408242085307333,-0.266201952196877,-0.4999999999999999,-0.0007277921262637,0.6420691664945198,0.9483661619600654,D 风险变量,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.1666666666666666,0.0361265861594632,-0.011926915039567,low_volatility_20__csz,38.0,realized_volatility_20__csz,0.9113938181118868,30,0.5666666666666667,0.0088770279964493,4,0.25,-0.0227125842287912
26,realized_skewness_60,已实现偏度,volatility_risk,extension,risk,过去六十日收益分布非对称性,"skew(log_return,60)",mixed,实际主力合约收益,computed,,False,True,0.9617068142667532,0.0382931857332466,67967,68110,30,False,2015-04-07,pre_registered_and_data_quality_pass,已实现偏度,volatility_risk,extension,risk,过去六十日收益分布非对称性,mixed,1.0,0.998612203358468,1450,-0.008694193612661,-0.0144029683272696,0.2210514766730879,-0.0393310813549501,0.2253428308388974,-0.063915804526156,0.4586206896551724,0.4393103448275862,0.4979310344827586,-1.3787757638665874,0.168176705829302,-0.1990555031887657,-0.0378411791787586,0.0812040708680592,-0.4343468543545415,-0.2749279061799659,-0.137640371632511,0.4577011494252874,-1.129105904745614,0.259789510948096,-0.0266766651867074,-0.2920627544383165,-0.0333904052121352,-0.3774110953313314,-0.0378411791787586,-0.4343468543545415,-0.0488810651818905,-0.5767861476581899,-0.7999999999999999,-0.0009478146666874,0.4591821292058093,0.9483661619600654,D 风险变量,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.3333333333333333,0.0187705445645012,-0.0148629008579203,realized_skewness_60__csz,39.0,realized_skewness_60__csz,0.2222036782194125,30,0.6666666666666666,0.0169816437391633,4,0.0,-0.0132602331957885
27,seasonality_3y,季节性因子,value_reversion,extension,predictor,过去三年近似同期五日收益的平均,mean(trailing_return_5 shifted 252/504/756),mixed,实际主力合约历史收益,computed,,False,True,0.6709214650814719,0.3290785349185281,47505,47516,30,False,2018-02-12,pre_registered_and_data_quality_pass,季节性因子,value_reversion,extension,predictor,过去三年近似同期五日收益的平均,mixed,1.0,0.9632002590553732,1450,-0.0144749364734449,-0.0139246996100765,0.263893909787105,-0.0548513472141989,0.2515755595590622,-0.0553499697446066,0.4848275862068965,0.456551724137931,0.4917241379310345,-1.3738596635507985,0.1696977434021469,-0.1955024036767393,-0.0371007393206959,0.0889782273701499,-0.380339602744888,-0.2223088045458167,-0.1668883038460568,1.6272413793103448,-1.009298003631066,0.313676018651674,0.0032190346166593,0.0804836453899288,-0.0211669778305938,-0.1959632996857331,-0.0371007393206959,-0.380339602744888,-0.075831902226873,-0.841468672207052,-0.0999999999999999,0.0003848211502355,0.4591821292058093,0.9483661619600654,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.3333333333333333,0.0313584546506158,-0.0195535381298582,seasonality_3y__csz,40.0,seasonality_3y__csz,0.0538593629884507,30,0.3333333333333333,-0.0195115441469977,4,0.25,-0.016001999292855
28,industry_chain_residual,产业链残差,industry_chain,extension,predictor,相对明确上下游和替代品关系的状态偏离,x-E[x|industry_neighbors],mixed,产业链邻接关系与传导系数,unavailable,未提供经确认的产业链邻接表和生产传导系数,False,False,0.0,1.0,0,0,0,False,,unavailable_required_data_missing,产业链残差,industry_chain,extension,predictor,相对明确上下游和替代品关系的状态偏离,mixed,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 数据不足无法判断,False,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,,,,,,,,0,,,0,,
29,sector_relative_value_60,相对价值残差,industry_chain,extension,predictor,品种六十日收益相对板块共同收益的偏离,return_60-sector_mean_return_60,negative,实际主力合约收益、固定板块映射,computed,,False,True,0.9617068142667532,0.0382931857332466,67659,68110,30,False,2015-04-07,pre_registered_and_data_quality_pass,相对价值残差,industry_chain,extension,predictor,品种六十日收益相对板块共同收益的偏离,negative,-1.0,0.998612203358468,1450,-0.012547551121624,-0.0108886176371996,0.2790724229207686,-0.0449616303549507,0.2494777428756452,-0.0436456475503196,0.4751724137931034,0.4358620689655172,0.4986206896551724,-0.9007582784430628,0.3678665374221702,-0.2292788258062095,-0.0442517111777478,0.0877551841292742,-0.4718490651213994,-0.2902497627808726,-0.1524608004973846,0.4875862068965516,-1.0576062387614489,0.2911182113088736,-0.0324242259858977,-0.3319035704370257,-0.0395377419229435,-0.4158824363916277,-0.0442517111777478,-0.4718490651213994,-0.0559380944621688,-0.611681000322123,-0.4999999999999999,-0.0011986712805485,0.6420691664945198,0.9483661619600654,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.1666666666666666,0.0122863079220246,-0.0145455486689815,sector_relative_value_60__csz,42.0,sector_relative_value_60__csz,0.7874897733865349,30,0.5333333333333333,0.0027000375100125,4,0.25,-0.0194535005148904
30,market_state_conditional,状态条件因子,state_interaction,extension,conditional,市场状态概率调节基础因子,factor*p_market_state,mixed,实时市场状态概率,unavailable,当前协议未定义和冻结市场状态概率引擎,False,False,0.0,1.0,0,0,0,False,,unavailable_required_data_missing,状态条件因子,state_interaction,extension,conditional,市场状态概率调节基础因子,mixed,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 数据不足无法判断,False,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,,,,,,,,0,,,0,,
31,product_state_interaction,单品种状态交互因子,state_interaction,extension,conditional,品种自身状态调节基础因子,factor*product_state,mixed,实时单品种状态,unavailable,当前协议未定义和冻结单品种状态引擎,False,False,0.0,1.0,0,0,0,False,,unavailable_required_data_missing,单品种状态交互因子,state_interaction,extension,conditional,品种自身状态调节基础因子,mixed,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 数据不足无法判断,False,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,,,,,,,,0,,,0,,
32,factor_momentum,因子动量,meta_factor,extension,conditional,四个冻结基础因子组合最近二十日已实现收益的持续性,rolling_sum_20(mean(lagged_factor_portfolio_return)),mixed,严格滞后一期的动量、Carry、反转和板块相对价值组合收益,computed,,False,True,0.9738499336364408,0.0261500663635593,2361,68970,30,False,2015-04-21,pre_registered_and_data_quality_pass,因子动量,meta_factor,extension,conditional,四个冻结基础因子组合最近二十日已实现收益的持续性,mixed,1.0,1.0,1450,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,C 条件变量,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.0,,,factor_momentum__tsz,43.0,factor_momentum__tsz,0.0952895252553595,30,0.3666666666666666,-0.0165381977075957,0,,
33,fundamental_composite_news,基本面综合新息代理,information_news,extension,predictor,库存、仓单和基差中至少两类历史模型意外的统一方向组合,"mean(inventory_surprise,warehouse_surprise,basis_surprise)",positive,延迟一交易日可用的库存、仓单和现货；不是市场一致预期,computed,,False,True,0.7881025669989551,0.2118974330010449,55815,55815,28,True,2015-02-03,pre_registered_and_data_quality_pass,基本面综合新息代理,information_news,extension,predictor,库存、仓单和基差中至少两类历史模型意外的统一方向组合,positive,1.0,0.7470046722486932,1200,0.0062722804782374,0.0049337774015971,0.2196594581838234,0.0285545659180696,0.2197469290605289,0.0224520880573406,0.5116666666666667,0.4908333333333333,0.4541666666666666,0.4632496672000883,0.6432694918648331,-0.0524281394335006,-0.0112453188992236,0.0669916465267965,-0.1354850452780785,-0.1183787186491656,-0.0949944299747909,0.8656250000000001,-0.3091382369073607,0.7574856984018962,0.010567511721246,0.1903958638935337,-0.0025760224543797,-0.005240473022184,-0.0112453188992236,-0.1354850452780785,-0.0325973499422335,-0.4603784551368295,0.3,0.0004612250644981,0.7509797002709695,0.9483661619600654,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.3333333333333333,0.0502110489588402,0.0030219705036891,fundamental_composite_news__csz,45.0,fundamental_composite_news__csz,0.6874768127327799,28,0.75,0.0312395555013167,3,0.6666666666666666,0.0188313288928781
34,fundamental_underreaction,基本面反应不足代理,information_news,extension,predictor,模型隐含基本面新息扣除首个可交易日价格反应后的未吸收部分,fundamental_composite_news-cs_z(initial_price_response),positive,基本面综合新息代理与主力收益；不是市场一致预期,computed,,False,True,0.787947248030273,0.2120527519697269,55804,55804,28,True,2015-02-03,pre_registered_and_data_quality_pass,基本面反应不足代理,information_news,extension,predictor,模型隐含基本面新息扣除首个可交易日价格反应后的未吸收部分,positive,1.0,0.7470046722486932,1200,0.0170514908672205,0.0139014603921263,0.2701667568671589,0.0631146891088631,0.2527010449433589,0.0550114875672251,0.5133333333333333,0.4816666666666667,0.465,1.5634905164021284,0.1182011452900856,0.1443439445986925,0.0287192837387548,0.0870821643548496,0.3683784271541419,-0.1364053818287524,0.2105436263124131,1.390625,0.8708504726012921,0.3847096751852784,0.0653813693220439,0.7711774426871002,0.0432334167543924,0.5294593699564336,0.0287192837387548,0.3683784271541419,-0.0067063981813393,-0.0340219687980222,0.6,0.0024093885676228,0.4591821292058093,0.9483661619600654,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.0223174316403097,0.005293812451278,fundamental_underreaction__csz,46.0,fundamental_underreaction__csz,0.6790593485741632,28,0.7142857142857143,0.026716374659332,3,0.6666666666666666,0.0260674147556666
35,information_consistency,信息一致性,information_news,extension,predictor,仓单、库存、基差和Carry方向一致时放大的综合信号,mean(z_k)*abs(mean(sign(z_k))),positive,库存、仓单、基差、Carry,computed,,False,True,0.7056140747225439,0.2943859252774561,46995,49973,28,False,2016-01-12,pre_registered_and_data_quality_pass,信息一致性,information_news,extension,predictor,仓单、库存、基差和Carry方向一致时放大的综合信号,positive,1.0,0.7826016561039922,1381,0.0054898326593051,0.0181643063165398,0.2890609490176055,0.0189919554265728,0.2722701348762354,0.0667142811120165,0.5365677045619116,0.500362056480811,0.4576393917451122,1.4367951413130802,0.1510028804493928,0.0219313202154938,0.003884803397127,0.0851940322828829,0.0880222916393226,-0.181463860822666,0.0214081381246673,0.5849290780141844,0.2108133150942184,0.8331857417490846,0.0187917325167075,0.2611226086692169,0.0098218955332567,0.1572528142096588,0.003884803397127,0.0880222916393226,-0.0108095197969939,-0.0849558833441059,0.4999999999999999,0.0005497482720397,0.4591821292058093,0.9483661619600654,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.040260019369673,0.016970767518625,information_consistency__csz,28.0,tightness_composite__csz,0.9042524258232566,28,0.7142857142857143,0.0315094751399741,3,0.6666666666666666,0.0264864741122264
36,information_divergence,信息背离,information_news,extension,predictor,供需基本面信号相对价格趋势的未反映差异,tightness_z-tsmom_z,positive,供需紧张度与实际主力合约收益,computed,,False,True,0.704879839597865,0.2951201604021349,49863,49921,28,False,2016-01-12,pre_registered_and_data_quality_pass,信息背离,information_news,extension,predictor,供需基本面信号相对价格趋势的未反映差异,positive,1.0,0.7826016561039922,1381,0.0189138276399703,0.0257064972075545,0.285239091212675,0.0663086800605045,0.2736321690773676,0.0939454498140027,0.5467052860246199,0.502534395365677,0.4496741491672701,2.027094747394426,0.0428446385238007,0.1611635556748818,0.0270650923074875,0.0868056709235099,0.3511421941385943,-0.1436796624831935,0.1883710738160552,0.6499999999999999,0.900108290512565,0.368833358001029,0.0440176125177596,0.5399346578945012,0.033813626530686,0.4266595113918769,0.0270650923074875,0.3511421941385943,0.0103812315367939,0.1623898790119042,0.7999999999999999,0.0018189139593168,0.2815504817278337,0.9483661619600654,B 辅助预测因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.031232724923244,0.0215990324860979,information_divergence__csz,47.0,information_divergence__csz,0.7249701252677223,28,0.7142857142857143,0.0384058084255549,3,0.6666666666666666,0.0075939536145622
37,cost_transmission_gap,成本传导缺口,industry_chain,extension,predictor,上游成本冲击相对下游价格变化的未传导部分,sum(a_ij*upstream_return)-downstream_return,mixed,上下游关系与生产配比,unavailable,未提供经确认的产业链邻接表和实际生产配比,False,False,0.0,1.0,0,0,0,False,,unavailable_required_data_missing,成本传导缺口,industry_chain,extension,predictor,上游成本冲击相对下游价格变化的未传导部分,mixed,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 数据不足无法判断,False,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,,,,,,,,0,,,0,,
38,processing_margin_anomaly,加工利润异常,industry_chain,extension,predictor,加工利润相对历史季节正常水平的异常,seasonal_z(output-sum(a*input)-other_cost),mixed,产出投入价格、生产配比和其他成本,unavailable,缺少经确认的生产配比和其他成本序列,False,False,0.0,1.0,0,0,0,False,,unavailable_required_data_missing,加工利润异常,industry_chain,extension,predictor,加工利润相对历史季节正常水平的异常,mixed,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 数据不足无法判断,False,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,,,,,,,,0,,,0,,
39,warehouse_surprise,仓单新息,information_news,extension,predictor,注册仓单相对历史条件预期的标准化意外,-innovation_z(warehouse_receipt; prior_60),positive,注册仓单及观察日,computed,,False,True,0.9441698907119256,0.0558301092880743,63217,66868,30,True,2015-02-03,pre_registered_and_data_quality_pass,仓单新息,information_news,extension,predictor,注册仓单相对历史条件预期的标准化意外,positive,1.0,0.9685201461812464,1432,-0.0001868494624294,0.0022929635922221,0.2048830597897025,-0.0009119810228393,0.2050468498393691,0.0111826326228294,0.4881284916201117,0.4706703910614525,0.4615921787709497,0.2440704558630075,0.8072112407917249,-0.0424607938863516,-0.0076169480262885,0.0737549741579722,-0.0670253764245126,-0.1509458027644323,-0.050461476150984,0.6532634032634033,-0.1791466121958091,0.8579498738592248,0.0088580377732789,0.1562393487328179,-0.001058754991781,0.0222592644985926,-0.0076169480262885,-0.0670253764245126,-0.0238288569605191,-0.2900711561629776,0.3999999999999999,0.0004168991227019,0.8840885018195083,0.9483661619600654,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.0197131081603202,0.0014354081485808,warehouse_surprise__csz,48.0,warehouse_surprise__csz,0.6874768127327799,30,0.7,0.0276508169640242,4,0.5,0.026055126306277
40,transmission_residual,产业链传导残差,industry_chain,extension,predictor,剥离上游滞后冲击和板块共同收益后的残差,r_i-sum(beta*lagged_upstream_return)-beta_sector*r_sector,mixed,产业链邻接、滞后与板块收益,unavailable,未提供经确认的产业链邻接和传导滞后,False,False,0.0,1.0,0,0,0,False,,unavailable_required_data_missing,产业链传导残差,industry_chain,extension,predictor,剥离上游滞后冲击和板块共同收益后的残差,mixed,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 数据不足无法判断,False,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,,,,,,,,0,,,0,,
41,momentum_quality_60,动量质量因子,trend_momentum,core,predictor,以趋势效率过滤中期动量路径噪声,tsmom_60*trend_efficiency_60,positive,实际主力合约收益,computed,,False,True,0.9605489819547598,0.0394510180452402,67965,68028,30,False,2015-04-07,pre_registered_and_data_quality_pass,动量质量因子,trend_momentum,core,predictor,以趋势效率过滤中期动量路径噪声,positive,1.0,0.998612203358468,1450,-0.0042213173861905,-0.0069761818940732,0.2784559259568038,-0.0151597326280115,0.2671272755587562,-0.0261155731082909,0.4944827586206896,0.4606896551724138,0.4806896551724138,-0.5575270925407846,0.5772534690103728,-0.1523422269220022,-0.02831560880937,0.1004212760996979,-0.2355168178665361,-0.2438700781723181,-0.1161094014549921,0.544712643678161,-0.5753132488261615,0.5655271108386468,-0.0148757803103135,-0.0988504029906669,-0.0229613026110109,-0.1808601209784739,-0.02831560880937,-0.2355168178665361,-0.0415763233661206,-0.372088116725409,0.0,-0.0003663918679622,0.7151716225977933,0.9483661619600654,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.3333333333333333,0.0257399557525232,-0.0060088318553001,momentum_quality_60__csz,50.0,momentum_quality_60__csz,0.8984494128756622,30,0.3666666666666666,-0.0345850113035704,4,0.75,0.0049939863965155
42,vol_managed_momentum,波动率管理动量,trend_momentum,core,predictor,按短期风险缩放中期趋势方向,sign(return_60)/volatility_20,positive,实际主力合约收益,computed,,False,True,0.9600265454237384,0.0399734545762616,67955,67991,30,False,2015-04-07,pre_registered_and_data_quality_pass,波动率管理动量,trend_momentum,core,predictor,按短期风险缩放中期趋势方向,positive,1.0,0.998612203358468,1450,-0.0025004723564345,-0.0003985993838344,0.1971731813332597,-0.0126816047675785,0.2232999983662652,-0.0017850397973612,0.5117241379310344,0.4648275862068965,0.4551724137931034,-0.0394790051959411,0.9685139303811576,0.0639145973244446,0.0108255497074367,0.067432600844627,0.1931674051525163,-0.1487530314353421,0.0727753216386871,0.6443678160919539,0.4830364091429971,0.6294356005499064,0.0273659439328701,0.4337766352551687,0.0174102887861649,0.2894459505153606,0.0108255497074367,0.1931674051525163,-0.0054548997664857,-0.0476462862358472,0.6,0.0010256637013207,0.9685139303811576,0.9483661619600654,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.3333333333333333,0.0307583579792789,-0.001563517761908,vol_managed_momentum__csz,51.0,vol_managed_momentum__csz,0.5785257430348747,30,0.5333333333333333,0.0003875037041799,4,0.75,0.0015947558009982
43,idiosyncratic_volatility_60,特质波动因子,volatility_risk,extension,risk,剔除商品市场及板块共同收益后的剩余波动,"std(residual(r_i~r_market+r_sector),60)",mixed,实际主力合约收益、固定板块映射,computed,,False,True,0.9710683121064076,0.0289316878935923,68483,68773,30,False,2015-04-03,pre_registered_and_data_quality_pass,特质波动因子,volatility_risk,extension,risk,剔除商品市场及板块共同收益后的剩余波动,mixed,1.0,0.9986353333024934,1450,0.0166292640681078,0.0150279510621601,0.3030372784490788,0.0548753082565125,0.2634541225707253,0.0570420038051437,0.5337931034482759,0.4979310344827586,0.4572413793103448,1.1666943269569754,0.2435258080518824,0.0632698756151399,0.0107190660346869,0.0980151712812957,0.157774837362624,-0.2045619937657073,0.0524000858486153,0.1888505747126437,0.4080323819256911,0.6835520280164813,0.0155351052310601,0.2062302484205154,0.0126428305182964,0.1771633161143138,0.0107190660346869,0.157774837362624,0.0059250745721013,0.1092691742402078,0.8999999999999998,0.0007707747479286,0.5708815029863936,0.9483661619600654,D 风险变量,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.0354452140007935,0.0146994523159354,idiosyncratic_volatility_60__csz,52.0,idiosyncratic_volatility_60__csz,0.6450017064629009,30,0.8,0.0414887161339991,4,0.75,0.0156121637154106
44,term_structure_slope,期限结构斜率,term_structure,core,predictor,用完整可交易曲线加权拟合的年化斜率,-weighted_OLS_slope(log_future_price~maturity),positive,至少三个通过流动性和期限硬门的实际合约,computed,,False,True,0.807842195927819,0.1921578040721809,57210,57213,30,False,2015-01-05,pre_registered_and_data_quality_pass,期限结构斜率,term_structure,core,predictor,用完整可交易曲线加权拟合的年化斜率,positive,1.0,0.9268399870472314,1450,0.0255099755825343,0.0240619623035916,0.3073284017834931,0.0830055908744341,0.2773976370895185,0.0867417709683903,0.546896551724138,0.5220689655172414,0.436551724137931,1.7858464349512595,0.0743331886789025,0.2250311843078893,0.0359036558364005,0.1164732811296099,0.3611945441202898,-0.1884495814208672,0.1905212819561343,0.3772413793103448,0.8828059188066252,0.3780748652157789,0.0457907017184868,0.4427792212352113,0.0398475114123693,0.3938322083434825,0.0359036558364005,0.3611945441202898,0.0261075843770903,0.279583706830399,0.6,0.001892485166827,0.4274158349036895,0.9483661619600654,B 辅助预测因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.0383899854086101,0.0211411789095783,term_structure_slope__csz,54.0,term_structure_slope__csz,0.6994149572231179,30,0.5,-0.0004039117268535,4,0.5,0.0178858443982855
