factor_no,factor_id,factor_name,category,protocol_role,usage_type,economic_meaning,formula,expected_direction,data_source,implementation_status,unavailable_reason,binary,available,development_coverage,development_missing_rate,development_unique_values,development_observations,development_instruments,event_feature,raw_available_date,ml_inclusion_rule,factor_name_metric,category_metric,protocol_role_metric,usage_type_metric,economic_meaning_metric,expected_direction_metric,orientation,coverage,ic_observations,ic_mean,rank_ic,ic_std,ic_ir,rank_ic_std,rank_ic_ir,rank_ic_hit_rate,p_ic_gt_002,p_ic_lt_neg002,rank_ic_t_stat,rank_ic_p_value,factor_return,annual_return,annual_volatility,sharpe,max_drawdown,calmar,turnover,t_stat,p_value,annual_return_0bps,sharpe_0bps,annual_return_3bps,sharpe_3bps,annual_return_5bps,sharpe_5bps,annual_return_10bps,sharpe_10bps,monotonicity,group_return_spread,rank_ic_fdr_q,portfolio_fdr_q,screening_class,enters_ml,ml_inclusion_note,positive_year_rate,yearly_rank_ic_std,delayed_1d_rank_ic,feature_name,correlation_cluster,cluster_representative,max_abs_feature_correlation,evaluated_products,positive_product_rate,median_product_rank_ic,evaluated_sectors,positive_sector_rate,median_sector_rank_ic
21,volume_shock_20,成交量冲击,trading_liquidity,core,conditional,成交量相对历史正常水平的异常,zscore(log_volume; prior_20),mixed,主力成交量,computed,,False,True,0.9831549518511197,0.016845048148880326,69628,69629,30,False,2015-01-19,pre_registered_and_data_quality_pass,成交量冲击,trading_liquidity,core,conditional,成交量相对历史正常水平的异常,mixed,1.0,0.9997687005597446,1450,0.007928096328935078,0.006322118070574102,0.22364143303819534,0.03545003365982301,0.22278829159696348,0.028377245614016236,0.5124137931034483,0.47517241379310343,0.4503448275862069,0.7612078156243662,0.4466568114744486,-0.19348741354082244,-0.036682029969169694,0.07637769035698336,-0.45100245659623717,-0.21102965814550478,-0.17382405056960032,1.4370114942528736,-1.1600469827467792,0.24698711826164246,-0.0011415685510922646,0.023127891520748747,-0.022617014247749312,-0.2613736359031556,-0.036682029969169694,-0.45100245659623717,-0.0709829254240465,-0.9248422430061597,0.49999999999999994,9.89493907317771e-05,0.6420691664945198,0.9483661619600654,C 条件变量,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.019946872612912576,0.007443378400918016,volume_shock_20__csz,34.0,volume_shock_20__csz,0.42653813484005376,30,0.5333333333333333,0.005328676350448069,4,0.25,-0.004308177090761501
22,amihud_20,Amihud非流动性,trading_liquidity,core,risk,单位成交额对应的绝对价格变动,"mean(abs(return)/amount,20)",negative,实际主力合约收益、成交额,computed,,False,True,0.9751348451046286,0.024865154895371444,69041,69061,30,False,2015-02-02,pre_registered_and_data_quality_pass,Amihud非流动性,trading_liquidity,core,risk,单位成交额对应的绝对价格变动,negative,-1.0,0.9990979321830041,1450,0.013356551263651508,0.0115588225478592,0.23629326725961025,0.05652531457435458,0.21396024181424422,0.054023226230480365,0.526896551724138,0.4917241379310345,0.4393103448275862,1.1253672316842522,0.2606198165807449,0.08489028592908654,0.014261198748949155,0.08723876131907181,0.2059459616877772,-0.26350535311280643,0.054121096897959214,0.19321839080459768,0.5020349347583378,0.6160252177552876,0.01920716610440687,0.2616442270091996,0.016236794742867877,0.2282322988004643,0.014261198748949155,0.2059459616877772,0.009338440046454233,0.15019232369120858,0.49999999999999994,0.0007084991713117662,0.5708815029863936,0.9483661619600654,D 风险变量,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.03175297178248939,0.011848678373769203,amihud_20__csz,36.0,amihud_20__csz,0.2380612558465907,30,0.26666666666666666,-0.018511921059703326,4,0.75,0.012806154750649248
23,turnover_oi,成交量—持仓量换手率,trading_liquidity,core,conditional,相对存量持仓的交易活跃程度,volume/open_interest,mixed,主力成交量、持仓量,computed,,False,True,0.9961311456891926,0.0038688543108074125,69839,70548,30,False,2015-01-05,pre_registered_and_data_quality_pass,成交量—持仓量换手率,trading_liquidity,core,conditional,相对存量持仓的交易活跃程度,mixed,1.0,1.0,1450,0.007728452378745499,0.00729313622515239,0.2734574995088357,0.028261987301963845,0.24283429398970244,0.030033386575380745,0.506896551724138,0.4986206896551724,0.44275862068965516,0.6514677222994346,0.5148479127280429,0.070763306872198,0.011953419088275075,0.0856639297866485,0.18143438632657238,-0.1445643189732294,0.0826858188325753,0.6129885057471264,0.4642801666496369,0.6427965774789804,0.027697787727713363,0.3615676119566205,0.018222687476324717,0.2535138489848234,0.011953419088275075,0.18143438632657238,-0.003555246368365017,0.0011102945141933018,0.6,0.0010159908901617083,0.6854893235650289,0.9483661619600654,C 条件变量,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.033690394921346886,0.007566292044941056,turnover_oi__csz,37.0,turnover_oi__csz,0.5012127866149094,30,0.6333333333333333,0.022448173901058327,4,0.75,0.017555489259760082
24,realized_volatility_20,已实现波动率,volatility_risk,extension,risk,过去二十日收益波动风险,"std(log_return,20)*sqrt(252)",mixed,实际主力合约收益,computed,,False,True,0.9839597865070175,0.016040213492982458,69418,69686,30,False,2015-02-02,pre_registered_and_data_quality_pass,已实现波动率,volatility_risk,extension,risk,过去二十日收益波动风险,mixed,1.0,0.9995374011194893,1450,0.013693595004576661,0.012773858409813172,0.3448355241580887,0.0397105113749791,0.315420055966928,0.04049792702830703,0.5124137931034483,0.4896551724137931,0.4703448275862069,0.836814059511026,0.4028350779933413,-0.006931762806784536,-0.0012081568780182295,0.12659255806362602,0.05397619636238724,-0.21455480106786662,-0.005630994375353423,0.35551724137931034,0.13938462822239223,0.889243301803281,0.007779954283600565,0.12473688135105321,0.0023776737323573105,0.08228210163991502,-0.0012081568780182295,0.05397619636238724,-0.010118129653075902,-0.01679529435167622,0.49999999999999994,0.0007277921262637945,0.6420691664945198,0.9483661619600654,D 风险变量,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.8333333333333334,0.0361265861594632,0.011926915039567009,realized_volatility_20__csz,38.0,realized_volatility_20__csz,0.9113938181118868,30,0.7,0.010204984448463397,4,0.75,0.022712584228791206
25,low_volatility_20,低波动因子,volatility_risk,extension,risk,横截面低波动品种得分更高,-cross_sectional_rank(realized_volatility_20),positive,实际主力合约收益,computed,,False,True,0.9839597865070175,0.016040213492982458,152,69686,30,False,2015-02-02,pre_registered_and_data_quality_pass,低波动因子,volatility_risk,extension,risk,横截面低波动品种得分更高,positive,1.0,0.9995374011194893,1450,-0.018811017777461577,-0.012773858409813172,0.3186750274386413,-0.0590288417911363,0.315420055966928,-0.04049792702830703,0.48758620689655174,0.45586206896551723,0.4993103448275862,-0.836814059511026,0.4028350779933413,-0.1715687313413563,-0.03218234462214242,0.12661629801330845,-0.19548078822344725,-0.24714777074784566,-0.13021499050855975,0.35551724137931034,-0.5044205272605392,0.6143502576047997,-0.02346461849305881,-0.12473688135105321,-0.02870439383659773,-0.16718562079423827,-0.03218234462214242,-0.19548078822344725,-0.04082420853073332,-0.266201952196877,-0.49999999999999994,-0.0007277921262637945,0.6420691664945198,0.9483661619600654,D 风险变量,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.16666666666666666,0.0361265861594632,-0.011926915039567009,low_volatility_20__csz,38.0,realized_volatility_20__csz,0.9113938181118868,30,0.5666666666666667,0.008877027996449306,4,0.25,-0.022712584228791206
26,realized_skewness_60,已实现偏度,volatility_risk,extension,risk,过去六十日收益分布非对称性,"skew(log_return,60)",mixed,实际主力合约收益,computed,,False,True,0.9617068142667533,0.03829318573324669,67967,68110,30,False,2015-04-07,pre_registered_and_data_quality_pass,已实现偏度,volatility_risk,extension,risk,过去六十日收益分布非对称性,mixed,1.0,0.9986122033584679,1450,-0.008694193612661093,-0.014402968327269616,0.22105147667308794,-0.03933108135495018,0.22534283083889747,-0.06391580452615603,0.4586206896551724,0.4393103448275862,0.4979310344827586,-1.3787757638665874,0.168176705829302,-0.19905550318876575,-0.03784117917875862,0.08120407086805925,-0.43434685435454157,-0.2749279061799659,-0.137640371632511,0.4577011494252874,-1.129105904745614,0.25978951094809605,-0.026676665186707416,-0.29206275443831653,-0.03339040521213521,-0.3774110953313314,-0.03784117917875862,-0.43434685435454157,-0.048881065181890504,-0.5767861476581899,-0.7999999999999999,-0.0009478146666874936,0.45918212920580936,0.9483661619600654,D 风险变量,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.3333333333333333,0.01877054456450123,-0.014862900857920391,realized_skewness_60__csz,39.0,realized_skewness_60__csz,0.2222036782194125,30,0.6666666666666666,0.016981643739163353,4,0.0,-0.013260233195788547
27,seasonality_3y,季节性因子,value_reversion,extension,predictor,过去三年近似同期五日收益的平均,mean(trailing_return_5 shifted 252/504/756),mixed,实际主力合约历史收益,computed,,False,True,0.6709214650814719,0.3290785349185281,47505,47516,30,False,2018-02-12,pre_registered_and_data_quality_pass,季节性因子,value_reversion,extension,predictor,过去三年近似同期五日收益的平均,mixed,1.0,0.9632002590553731,1450,-0.014474936473444984,-0.013924699610076578,0.26389390978710503,-0.05485134721419892,0.2515755595590622,-0.05534996974460664,0.48482758620689653,0.45655172413793105,0.4917241379310345,-1.3738596635507985,0.16969774340214694,-0.19550240367673932,-0.03710073932069591,0.0889782273701499,-0.380339602744888,-0.2223088045458167,-0.1668883038460568,1.6272413793103448,-1.009298003631066,0.313676018651674,0.0032190346166593997,0.08048364538992889,-0.021166977830593847,-0.1959632996857331,-0.03710073932069591,-0.380339602744888,-0.07583190222687308,-0.841468672207052,-0.09999999999999999,0.00038482115023552805,0.45918212920580936,0.9483661619600654,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.3333333333333333,0.031358454650615895,-0.019553538129858286,seasonality_3y__csz,40.0,seasonality_3y__csz,0.0538593629884507,30,0.3333333333333333,-0.019511544146997767,4,0.25,-0.016001999292855007
28,industry_chain_residual,产业链残差,industry_chain,extension,predictor,相对明确上下游和替代品关系的状态偏离,x-E[x|industry_neighbors],mixed,产业链邻接关系与传导系数,unavailable,未提供经确认的产业链邻接表和生产传导系数,False,False,0.0,1.0,0,0,0,False,,unavailable_required_data_missing,产业链残差,industry_chain,extension,predictor,相对明确上下游和替代品关系的状态偏离,mixed,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 数据不足无法判断,False,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,,,,,,,,0,,,0,,
29,sector_relative_value_60,相对价值残差,industry_chain,extension,predictor,品种六十日收益相对板块共同收益的偏离,return_60-sector_mean_return_60,negative,实际主力合约收益、固定板块映射,computed,,False,True,0.9617068142667533,0.03829318573324669,67659,68110,30,False,2015-04-07,pre_registered_and_data_quality_pass,相对价值残差,industry_chain,extension,predictor,品种六十日收益相对板块共同收益的偏离,negative,-1.0,0.9986122033584679,1450,-0.012547551121624074,-0.010888617637199685,0.2790724229207686,-0.04496163035495072,0.24947774287564525,-0.04364564755031966,0.47517241379310343,0.43586206896551727,0.4986206896551724,-0.9007582784430628,0.36786653742217024,-0.2292788258062095,-0.04425171117774784,0.0877551841292742,-0.47184906512139946,-0.29024976278087267,-0.15246080049738464,0.48758620689655163,-1.0576062387614489,0.29111821130887366,-0.03242422598589778,-0.33190357043702573,-0.03953774192294357,-0.4158824363916277,-0.04425171117774784,-0.47184906512139946,-0.0559380944621688,-0.611681000322123,-0.49999999999999994,-0.0011986712805485,0.6420691664945198,0.9483661619600654,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.16666666666666666,0.01228630792202464,-0.014545548668981577,sector_relative_value_60__csz,42.0,sector_relative_value_60__csz,0.7874897733865349,30,0.5333333333333333,0.002700037510012543,4,0.25,-0.019453500514890486
30,market_state_conditional,状态条件因子,state_interaction,extension,conditional,市场状态概率调节基础因子,factor*p_market_state,mixed,实时市场状态概率,unavailable,当前协议未定义和冻结市场状态概率引擎,False,False,0.0,1.0,0,0,0,False,,unavailable_required_data_missing,状态条件因子,state_interaction,extension,conditional,市场状态概率调节基础因子,mixed,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 数据不足无法判断,False,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,,,,,,,,0,,,0,,
31,product_state_interaction,单品种状态交互因子,state_interaction,extension,conditional,品种自身状态调节基础因子,factor*product_state,mixed,实时单品种状态,unavailable,当前协议未定义和冻结单品种状态引擎,False,False,0.0,1.0,0,0,0,False,,unavailable_required_data_missing,单品种状态交互因子,state_interaction,extension,conditional,品种自身状态调节基础因子,mixed,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 数据不足无法判断,False,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,,,,,,,,0,,,0,,
32,factor_momentum,因子动量,meta_factor,extension,conditional,四个冻结基础因子组合最近二十日已实现收益的持续性,rolling_sum_20(mean(lagged_factor_portfolio_return)),mixed,严格滞后一期的动量、Carry、反转和板块相对价值组合收益,computed,,False,True,0.9738499336364407,0.02615006636355932,2361,68970,30,False,2015-04-21,pre_registered_and_data_quality_pass,因子动量,meta_factor,extension,conditional,四个冻结基础因子组合最近二十日已实现收益的持续性,mixed,1.0,1.0,1450,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,C 条件变量,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.0,,,factor_momentum__tsz,43.0,factor_momentum__tsz,0.09528952525535951,30,0.36666666666666664,-0.016538197707595736,0,,
33,fundamental_composite_news,基本面综合新息代理,information_news,extension,predictor,库存、仓单和基差中至少两类历史模型意外的统一方向组合,"mean(inventory_surprise,warehouse_surprise,basis_surprise)",positive,延迟一交易日可用的库存、仓单和现货；不是市场一致预期,computed,,False,True,0.7881025669989551,0.2118974330010449,55815,55815,28,True,2015-02-03,pre_registered_and_data_quality_pass,基本面综合新息代理,information_news,extension,predictor,库存、仓单和基差中至少两类历史模型意外的统一方向组合,positive,1.0,0.7470046722486932,1200,0.006272280478237456,0.004933777401597188,0.21965945818382349,0.02855456591806967,0.21974692906052892,0.022452088057340665,0.5116666666666667,0.49083333333333334,0.45416666666666666,0.46324966720008837,0.6432694918648331,-0.052428139433500665,-0.011245318899223644,0.06699164652679657,-0.1354850452780785,-0.1183787186491656,-0.09499442997479098,0.8656250000000001,-0.30913823690736075,0.7574856984018962,0.010567511721246037,0.19039586389353375,-0.0025760224543797117,-0.005240473022184089,-0.011245318899223644,-0.1354850452780785,-0.03259734994223351,-0.4603784551368295,0.3,0.00046122506449817265,0.7509797002709695,0.9483661619600654,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.3333333333333333,0.05021104895884027,0.0030219705036891396,fundamental_composite_news__csz,45.0,fundamental_composite_news__csz,0.6874768127327799,28,0.75,0.031239555501316775,3,0.6666666666666666,0.018831328892878155
34,fundamental_underreaction,基本面反应不足代理,information_news,extension,predictor,模型隐含基本面新息扣除首个可交易日价格反应后的未吸收部分,fundamental_composite_news-cs_z(initial_price_response),positive,基本面综合新息代理与主力收益；不是市场一致预期,computed,,False,True,0.787947248030273,0.21205275196972695,55804,55804,28,True,2015-02-03,pre_registered_and_data_quality_pass,基本面反应不足代理,information_news,extension,predictor,模型隐含基本面新息扣除首个可交易日价格反应后的未吸收部分,positive,1.0,0.7470046722486932,1200,0.01705149086722055,0.013901460392126388,0.27016675686715896,0.06311468910886313,0.25270104494335893,0.055011487567225126,0.5133333333333333,0.4816666666666667,0.465,1.5634905164021284,0.11820114529008564,0.1443439445986925,0.028719283738754875,0.08708216435484967,0.36837842715414193,-0.1364053818287524,0.21054362631241316,1.390625,0.8708504726012921,0.38470967518527843,0.06538136932204397,0.7711774426871002,0.043233416754392406,0.5294593699564336,0.028719283738754875,0.36837842715414193,-0.006706398181339335,-0.03402196879802224,0.6,0.0024093885676228556,0.45918212920580936,0.9483661619600654,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.022317431640309776,0.005293812451278081,fundamental_underreaction__csz,46.0,fundamental_underreaction__csz,0.6790593485741632,28,0.7142857142857143,0.026716374659332052,3,0.6666666666666666,0.02606741475566664
35,information_consistency,信息一致性,information_news,extension,predictor,仓单、库存、基差和Carry方向一致时放大的综合信号,mean(z_k)*abs(mean(sign(z_k))),positive,库存、仓单、基差、Carry,computed,,False,True,0.7056140747225439,0.2943859252774561,46995,49973,28,False,2016-01-12,pre_registered_and_data_quality_pass,信息一致性,information_news,extension,predictor,仓单、库存、基差和Carry方向一致时放大的综合信号,positive,1.0,0.7826016561039922,1381,0.005489832659305197,0.018164306316539827,0.2890609490176055,0.018991955426572806,0.2722701348762354,0.06671428111201654,0.5365677045619116,0.500362056480811,0.45763939174511226,1.4367951413130802,0.1510028804493928,0.02193132021549382,0.0038848033971270457,0.08519403228288298,0.08802229163932265,-0.18146386082266608,0.02140813812466734,0.5849290780141844,0.2108133150942184,0.8331857417490846,0.018791732516707516,0.2611226086692169,0.009821895533256741,0.15725281420965884,0.0038848033971270457,0.08802229163932265,-0.01080951979699396,-0.08495588334410595,0.49999999999999994,0.0005497482720397712,0.45918212920580936,0.9483661619600654,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.04026001936967309,0.016970767518625054,information_consistency__csz,28.0,tightness_composite__csz,0.9042524258232566,28,0.7142857142857143,0.03150947513997415,3,0.6666666666666666,0.02648647411222641
36,information_divergence,信息背离,information_news,extension,predictor,供需基本面信号相对价格趋势的未反映差异,tightness_z-tsmom_z,positive,供需紧张度与实际主力合约收益,computed,,False,True,0.704879839597865,0.29512016040213496,49863,49921,28,False,2016-01-12,pre_registered_and_data_quality_pass,信息背离,information_news,extension,predictor,供需基本面信号相对价格趋势的未反映差异,positive,1.0,0.7826016561039922,1381,0.01891382763997034,0.02570649720755456,0.285239091212675,0.06630868006050455,0.27363216907736765,0.09394544981400275,0.5467052860246199,0.502534395365677,0.4496741491672701,2.027094747394426,0.04284463852380079,0.16116355567488183,0.027065092307487548,0.08680567092350994,0.3511421941385943,-0.14367966248319353,0.18837107381605522,0.6499999999999999,0.900108290512565,0.368833358001029,0.0440176125177596,0.5399346578945012,0.03381362653068609,0.42665951139187697,0.027065092307487548,0.3511421941385943,0.010381231536793933,0.16238987901190427,0.7999999999999999,0.0018189139593168969,0.28155048172783376,0.9483661619600654,B 辅助预测因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.031232724923244012,0.021599032486097906,information_divergence__csz,47.0,information_divergence__csz,0.7249701252677223,28,0.7142857142857143,0.038405808425554966,3,0.6666666666666666,0.007593953614562216
37,cost_transmission_gap,成本传导缺口,industry_chain,extension,predictor,上游成本冲击相对下游价格变化的未传导部分,sum(a_ij*upstream_return)-downstream_return,mixed,上下游关系与生产配比,unavailable,未提供经确认的产业链邻接表和实际生产配比,False,False,0.0,1.0,0,0,0,False,,unavailable_required_data_missing,成本传导缺口,industry_chain,extension,predictor,上游成本冲击相对下游价格变化的未传导部分,mixed,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 数据不足无法判断,False,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,,,,,,,,0,,,0,,
38,processing_margin_anomaly,加工利润异常,industry_chain,extension,predictor,加工利润相对历史季节正常水平的异常,seasonal_z(output-sum(a*input)-other_cost),mixed,产出投入价格、生产配比和其他成本,unavailable,缺少经确认的生产配比和其他成本序列,False,False,0.0,1.0,0,0,0,False,,unavailable_required_data_missing,加工利润异常,industry_chain,extension,predictor,加工利润相对历史季节正常水平的异常,mixed,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 数据不足无法判断,False,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,,,,,,,,0,,,0,,
39,warehouse_surprise,仓单新息,information_news,extension,predictor,注册仓单相对历史条件预期的标准化意外,-innovation_z(warehouse_receipt; prior_60),positive,注册仓单及观察日,computed,,False,True,0.9441698907119257,0.0558301092880743,63217,66868,30,True,2015-02-03,pre_registered_and_data_quality_pass,仓单新息,information_news,extension,predictor,注册仓单相对历史条件预期的标准化意外,positive,1.0,0.9685201461812463,1432,-0.00018684946242946045,0.002292963592222151,0.2048830597897025,-0.0009119810228393103,0.20504684983936916,0.011182632622829498,0.48812849162011174,0.47067039106145253,0.4615921787709497,0.2440704558630075,0.8072112407917249,-0.0424607938863516,-0.007616948026288539,0.07375497415797226,-0.06702537642451266,-0.15094580276443237,-0.050461476150984,0.6532634032634033,-0.1791466121958091,0.8579498738592248,0.008858037773278982,0.1562393487328179,-0.0010587549917810968,0.022259264498592668,-0.007616948026288539,-0.06702537642451266,-0.023828856960519174,-0.29007115616297763,0.39999999999999997,0.00041689912270196597,0.8840885018195083,0.9483661619600654,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.019713108160320257,0.0014354081485808976,warehouse_surprise__csz,48.0,warehouse_surprise__csz,0.6874768127327799,30,0.7,0.027650816964024223,4,0.5,0.026055126306277026
40,transmission_residual,产业链传导残差,industry_chain,extension,predictor,剥离上游滞后冲击和板块共同收益后的残差,r_i-sum(beta*lagged_upstream_return)-beta_sector*r_sector,mixed,产业链邻接、滞后与板块收益,unavailable,未提供经确认的产业链邻接和传导滞后,False,False,0.0,1.0,0,0,0,False,,unavailable_required_data_missing,产业链传导残差,industry_chain,extension,predictor,剥离上游滞后冲击和板块共同收益后的残差,mixed,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 数据不足无法判断,False,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,,,,,,,,0,,,0,,
41,momentum_quality_60,动量质量因子,trend_momentum,core,predictor,以趋势效率过滤中期动量路径噪声,tsmom_60*trend_efficiency_60,positive,实际主力合约收益,computed,,False,True,0.9605489819547598,0.039451018045240205,67965,68028,30,False,2015-04-07,pre_registered_and_data_quality_pass,动量质量因子,trend_momentum,core,predictor,以趋势效率过滤中期动量路径噪声,positive,1.0,0.9986122033584679,1450,-0.004221317386190538,-0.006976181894073282,0.27845592595680385,-0.01515973262801159,0.26712727555875626,-0.026115573108290952,0.49448275862068963,0.4606896551724138,0.4806896551724138,-0.5575270925407846,0.5772534690103728,-0.15234222692200228,-0.028315608809370008,0.10042127609969796,-0.23551681786653614,-0.2438700781723181,-0.11610940145499218,0.544712643678161,-0.5753132488261615,0.5655271108386468,-0.014875780310313558,-0.09885040299066696,-0.022961302611010925,-0.18086012097847395,-0.028315608809370008,-0.23551681786653614,-0.041576323366120604,-0.37208811672540903,0.0,-0.00036639186796220405,0.7151716225977933,0.9483661619600654,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.3333333333333333,0.02573995575252327,-0.006008831855300139,momentum_quality_60__csz,50.0,momentum_quality_60__csz,0.8984494128756622,30,0.36666666666666664,-0.03458501130357046,4,0.75,0.004993986396515582
42,vol_managed_momentum,波动率管理动量,trend_momentum,core,predictor,按短期风险缩放中期趋势方向,sign(return_60)/volatility_20,positive,实际主力合约收益,computed,,False,True,0.9600265454237383,0.03997345457626167,67955,67991,30,False,2015-04-07,pre_registered_and_data_quality_pass,波动率管理动量,trend_momentum,core,predictor,按短期风险缩放中期趋势方向,positive,1.0,0.9986122033584679,1450,-0.0025004723564345014,-0.0003985993838344873,0.1971731813332597,-0.012681604767578576,0.2232999983662652,-0.001785039797361258,0.5117241379310344,0.46482758620689657,0.45517241379310347,-0.03947900519594119,0.9685139303811577,0.0639145973244446,0.010825549707436766,0.06743260084462703,0.19316740515251637,-0.14875303143534213,0.07277532163868716,0.6443678160919539,0.4830364091429971,0.6294356005499064,0.027365943932870174,0.43377663525516874,0.017410288786164907,0.2894459505153606,0.010825549707436766,0.19316740515251637,-0.005454899766485721,-0.047646286235847254,0.6,0.001025663701320745,0.9685139303811576,0.9483661619600654,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.3333333333333333,0.030758357979278964,-0.0015635177619080193,vol_managed_momentum__csz,51.0,vol_managed_momentum__csz,0.5785257430348747,30,0.5333333333333333,0.0003875037041799306,4,0.75,0.001594755800998241
43,idiosyncratic_volatility_60,特质波动因子,volatility_risk,extension,risk,剔除商品市场及板块共同收益后的剩余波动,"std(residual(r_i~r_market+r_sector),60)",mixed,实际主力合约收益、固定板块映射,computed,,False,True,0.9710683121064076,0.02893168789359235,68483,68773,30,False,2015-04-03,pre_registered_and_data_quality_pass,特质波动因子,volatility_risk,extension,risk,剔除商品市场及板块共同收益后的剩余波动,mixed,1.0,0.9986353333024934,1450,0.016629264068107816,0.015027951062160119,0.30303727844907885,0.0548753082565125,0.2634541225707253,0.05704200380514374,0.5337931034482759,0.4979310344827586,0.4572413793103448,1.1666943269569754,0.24352580805188245,0.06326987561513997,0.010719066034686975,0.0980151712812957,0.157774837362624,-0.20456199376570738,0.0524000858486153,0.1888505747126437,0.4080323819256911,0.6835520280164813,0.015535105231060164,0.2062302484205154,0.0126428305182964,0.1771633161143138,0.010719066034686975,0.157774837362624,0.005925074572101341,0.1092691742402078,0.8999999999999998,0.0007707747479286987,0.5708815029863936,0.9483661619600654,D 风险变量,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.03544521400079358,0.014699452315935425,idiosyncratic_volatility_60__csz,52.0,idiosyncratic_volatility_60__csz,0.6450017064629009,30,0.8,0.04148871613399916,4,0.75,0.015612163715410698
44,term_structure_slope,期限结构斜率,term_structure,core,predictor,用完整可交易曲线加权拟合的年化斜率,-weighted_OLS_slope(log_future_price~maturity),positive,至少三个通过流动性和期限硬门的实际合约,computed,,False,True,0.807842195927819,0.19215780407218097,57210,57213,30,False,2015-01-05,pre_registered_and_data_quality_pass,期限结构斜率,term_structure,core,predictor,用完整可交易曲线加权拟合的年化斜率,positive,1.0,0.9268399870472314,1450,0.02550997558253434,0.02406196230359169,0.30732840178349313,0.08300559087443413,0.27739763708951853,0.08674177096839038,0.546896551724138,0.5220689655172414,0.43655172413793103,1.7858464349512595,0.07433318867890253,0.22503118430788938,0.03590365583640054,0.11647328112960992,0.36119454412028984,-0.1884495814208672,0.19052128195613435,0.3772413793103448,0.8828059188066252,0.37807486521577893,0.04579070171848687,0.44277922123521135,0.03984751141236931,0.39383220834348254,0.03590365583640054,0.36119454412028984,0.026107584377090376,0.27958370683039907,0.6,0.0018924851668270539,0.4274158349036895,0.9483661619600654,B 辅助预测因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.03838998540861011,0.021141178909578374,term_structure_slope__csz,54.0,term_structure_slope__csz,0.6994149572231179,30,0.5,-0.00040391172685351993,4,0.5,0.017885844398285593
