factor_no,factor_id,factor_name,category,protocol_role,usage_type,economic_meaning,formula,expected_direction,data_source,implementation_status,unavailable_reason,binary,available,development_coverage,development_missing_rate,development_unique_values,development_observations,development_instruments,event_feature,raw_available_date,ml_inclusion_rule,factor_name_metric,category_metric,protocol_role_metric,usage_type_metric,economic_meaning_metric,expected_direction_metric,orientation,coverage,ic_observations,ic_mean,rank_ic,ic_std,ic_ir,rank_ic_hit_rate,p_ic_gt_002,p_ic_lt_neg002,rank_ic_t_stat,rank_ic_p_value,factor_return,annual_return,annual_volatility,sharpe,max_drawdown,calmar,turnover,t_stat,p_value,annual_return_0bps,sharpe_0bps,annual_return_3bps,sharpe_3bps,annual_return_5bps,sharpe_5bps,annual_return_10bps,sharpe_10bps,monotonicity,group_return_spread,rank_ic_fdr_q,portfolio_fdr_q,screening_class,enters_ml,ml_inclusion_note,positive_year_rate,yearly_rank_ic_std,delayed_1d_rank_ic,feature_name,correlation_cluster,cluster_representative,max_abs_feature_correlation,evaluated_products,positive_product_rate,median_product_rank_ic,evaluated_sectors,positive_sector_rate,median_sector_rank_ic
22,amihud_20,Amihud非流动性,trading_liquidity,core,risk,单位成交额对应的绝对价格变动,"mean(abs(return)/amount,20)",negative,实际主力合约收益、成交额,computed,,False,True,0.9751348451046286,0.024865154895371444,69041,69061,30,False,2015-02-02,pre_registered_and_data_quality_pass,Amihud非流动性,trading_liquidity,core,risk,单位成交额对应的绝对价格变动,negative,-1.0,0.9990794863533852,1456,0.013828430021534681,0.011819530195533083,0.23607602717489456,0.0585761722061259,0.5274725274725275,0.49313186813186816,0.4381868131868132,1.1544385351126145,0.24850999606908186,0.09690314968263203,0.016092289511247193,0.08728577252924397,0.22655088576057766,-0.26350535311280643,0.06107006677909157,0.19246575342465755,0.5554937503176601,0.5789837738908985,0.021027595721467174,0.2819909704596002,0.01806363828516755,0.24873411025596973,0.016092289511247193,0.22655088576057766,0.011180048808546061,0.17105407154395327,0.49999999999999994,0.0007808543763059941,0.5715729909588882,0.9819821207204991,D 风险变量,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.031896969133595014,0.01209277412647793,amihud_20__csz,36.0,amihud_20__csz,0.2380612558465907,30,0.26666666666666666,-0.016187228388043533,4,0.75,0.014077432799113014
23,turnover_oi,成交量—持仓量换手率,trading_liquidity,core,conditional,相对存量持仓的交易活跃程度,volume/open_interest,mixed,主力成交量、持仓量,computed,,False,True,0.9961311456891926,0.0038688543108074125,69839,70548,30,False,2015-01-05,pre_registered_and_data_quality_pass,成交量—持仓量换手率,trading_liquidity,core,conditional,相对存量持仓的交易活跃程度,mixed,1.0,1.0,1456,0.008883541847042946,0.007567449582485879,0.2740729209629959,0.03241305932679997,0.5068681318681318,0.5,0.4416208791208791,0.6785963458862556,0.49750157282875673,0.08079335841214497,0.0135007556001423,0.08549805774200073,0.19949708633644436,-0.1445643189732294,0.09338926573328503,0.6110730593607306,0.5125136993043258,0.6086803206750049,0.02921929985089111,0.37941751993392553,0.019759830956065816,0.2714903652295698,0.0135007556001423,0.19949708633644436,-0.001983211910069782,0.019394815086628478,0.6,0.0010756280721481689,0.6730903632389061,0.9819821207204991,C 条件变量,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.03383924219888041,0.007907249290838244,turnover_oi__csz,37.0,turnover_oi__csz,0.5012127866149094,30,0.6666666666666666,0.020072783028259135,4,0.75,0.018359607869471023
24,realized_volatility_20,已实现波动率,volatility_risk,extension,risk,过去二十日收益波动风险,"std(log_return,20)*sqrt(252)",mixed,实际主力合约收益,computed,,False,True,0.9839597865070175,0.016040213492982458,69418,69686,30,False,2015-02-02,pre_registered_and_data_quality_pass,已实现波动率,volatility_risk,extension,risk,过去二十日收益波动风险,mixed,1.0,0.9995397431766926,1456,0.013468917612196577,0.012610900947719663,0.34421705685691173,0.03912914059280769,0.5123626373626373,0.489010989010989,0.47115384615384615,0.8294974394779064,0.40695904971227015,-0.01995951979226418,-0.0034738653131244357,0.126284866998609,0.035814874008859444,-0.21455480106786662,-0.016191039752243085,0.35593607305936076,0.09271386620863613,0.9261946768875164,0.005505046765274635,0.10683415604954423,0.00010828323459399769,0.0642239767638314,-0.0034738653131244357,0.035814874008859444,-0.012374619250211993,-0.03521319177754139,0.6,0.0006358473638653276,0.6541333634655425,0.9890852074199301,D 风险变量,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.8333333333333334,0.03584783528581694,0.011773759926613385,realized_volatility_20__csz,38.0,realized_volatility_20__csz,0.9113938181118868,30,0.7,0.011683313863736543,4,0.75,0.022186286208752917
25,low_volatility_20,低波动因子,volatility_risk,extension,risk,横截面低波动品种得分更高,-cross_sectional_rank(realized_volatility_20),positive,实际主力合约收益,computed,,False,True,0.9839597865070175,0.016040213492982458,152,69686,30,False,2015-02-02,pre_registered_and_data_quality_pass,低波动因子,volatility_risk,extension,risk,横截面低波动品种得分更高,positive,1.0,0.9995397431766926,1456,-0.01875898368943552,-0.012610900947719663,0.318118104187249,-0.058968613991216626,0.4876373626373626,0.45604395604395603,0.4993131868131868,-0.8294974394779064,0.40695904971227015,-0.16140432551882788,-0.029925759503011573,0.12630580366521685,-0.1778386584872214,-0.24714777074784566,-0.12108448080457723,0.35593607305936076,-0.4600371653650416,0.6458330800315365,-0.021177961095196207,-0.10683415604954423,-0.026435821893279865,-0.14943901454904115,-0.029925759503011573,-0.1778386584872214,-0.038597346712417546,-0.2488223921894444,-0.6,-0.0006358473638653276,0.6541333634655425,0.9819821207204991,D 风险变量,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.16666666666666666,0.03584783528581694,-0.011773759926613385,low_volatility_20__csz,38.0,realized_volatility_20__csz,0.9113938181118868,30,0.5666666666666667,0.009022148211400736,4,0.25,-0.022186286208752917
26,realized_skewness_60,已实现偏度,volatility_risk,extension,risk,过去六十日收益分布非对称性,"skew(log_return,60)",mixed,实际主力合约收益,computed,,False,True,0.9617068142667533,0.03829318573324669,67967,68110,30,False,2015-04-07,pre_registered_and_data_quality_pass,已实现偏度,volatility_risk,extension,risk,过去六十日收益分布非对称性,mixed,1.0,0.9986192295300778,1456,-0.007280681162724325,-0.013230962793681246,0.2217438356678736,-0.03283374773776927,0.4608516483516483,0.4416208791208791,0.4958791208791209,-1.2674624232823672,0.20519279968078077,-0.18497426171681985,-0.03468750633605866,0.0811463832361567,-0.39441468535490387,-0.2749279061799659,-0.12616946318047634,0.459703196347032,-1.0281893266219342,0.3047146419824837,-0.023438655123709462,-0.25140953986054904,-0.030203172795456812,-0.3371853937187404,-0.03468750633605866,-0.39441468535490387,-0.04581027853566555,-0.5376166546530177,-0.7999999999999999,-0.0008161926574686011,0.5243815991842175,0.9819821207204991,D 风险变量,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.3333333333333333,0.02023174855546869,-0.014017233860815841,realized_skewness_60__csz,39.0,realized_skewness_60__csz,0.2222036782194125,30,0.6666666666666666,0.017765169228981026,4,0.0,-0.01233260704864775
27,seasonality_3y,季节性因子,value_reversion,extension,predictor,过去三年近似同期五日收益的平均,mean(trailing_return_5 shifted 252/504/756),mixed,实际主力合约历史收益,computed,,False,True,0.6709214650814719,0.3290785349185281,47505,47516,30,False,2018-02-12,pre_registered_and_data_quality_pass,季节性因子,value_reversion,extension,predictor,过去三年近似同期五日收益的平均,mixed,1.0,0.9632484926589037,1456,-0.015139552492444463,-0.014321118532737322,0.2642476227626161,-0.05729305086708353,0.4842032967032967,0.45604395604395603,0.49244505494505497,-1.4167854813538912,0.1567597226236594,-0.19519182389776968,-0.03678719747326986,0.08872561498104102,-0.37800706958693947,-0.2261688173316453,-0.1626537110963733,1.6252283105022831,-1.0067851889225214,0.31487442803359356,0.003494583888538516,0.08355563023490342,-0.020868209185084585,-0.19333551413468913,-0.03678719747326986,-0.37800706958693947,-0.07548379988179765,-0.8398705369901762,-0.09999999999999999,0.000394144785215516,0.482868666373629,0.9819821207204991,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.3333333333333333,0.031402323641103784,-0.020265844063773054,seasonality_3y__csz,40.0,seasonality_3y__csz,0.0538593629884507,30,0.3333333333333333,-0.019516047193712253,4,0.25,-0.01596184393007249
28,industry_chain_residual,产业链残差,industry_chain,extension,predictor,相对明确上下游和替代品关系的状态偏离,x-E[x|industry_neighbors],mixed,产业链邻接关系与传导系数,unavailable,未提供经确认的产业链邻接表和生产传导系数,False,False,0.0,1.0,0,0,0,False,,unavailable_required_data_missing,产业链残差,industry_chain,extension,predictor,相对明确上下游和替代品关系的状态偏离,mixed,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 数据不足无法判断,False,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,,,,,,,,0,,,0,,
29,sector_relative_value_60,相对价值残差,industry_chain,extension,predictor,品种六十日收益相对板块共同收益的偏离,return_60-sector_mean_return_60,negative,实际主力合约收益、固定板块映射,computed,,False,True,0.9617068142667533,0.03829318573324669,67659,68110,30,False,2015-04-07,pre_registered_and_data_quality_pass,相对价值残差,industry_chain,extension,predictor,品种六十日收益相对板块共同收益的偏离,negative,-1.0,0.9986192295300778,1456,-0.012176713179171078,-0.010771322165785281,0.278819708270351,-0.04367235463629498,0.47596153846153844,0.4368131868131868,0.49793956043956045,-0.8944707415919334,0.37121801251332975,-0.23065263501056632,-0.044249736460153954,0.08748416461281042,-0.4735563573999015,-0.29151489139201536,-0.15179237070482623,0.485958904109589,-1.0656186820657545,0.28747939328739414,-0.032461785951246935,-0.3336533161713024,-0.03955146662244746,-0.4176075035859418,-0.044249736460153954,-0.4735563573999015,-0.05589753103089423,-0.613338991048995,-0.49999999999999994,-0.0012008556881309418,0.6541333634655425,0.9819821207204991,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.16666666666666666,0.012046552016555263,-0.014401472058834002,sector_relative_value_60__csz,42.0,sector_relative_value_60__csz,0.7874897733865349,30,0.5333333333333333,0.006428284748726053,4,0.25,-0.018182435651043754
30,market_state_conditional,状态条件因子,state_interaction,extension,conditional,市场状态概率调节基础因子,factor*p_market_state,mixed,实时市场状态概率,unavailable,当前协议未定义和冻结市场状态概率引擎,False,False,0.0,1.0,0,0,0,False,,unavailable_required_data_missing,状态条件因子,state_interaction,extension,conditional,市场状态概率调节基础因子,mixed,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 数据不足无法判断,False,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,,,,,,,,0,,,0,,
31,product_state_interaction,单品种状态交互因子,state_interaction,extension,conditional,品种自身状态调节基础因子,factor*product_state,mixed,实时单品种状态,unavailable,当前协议未定义和冻结单品种状态引擎,False,False,0.0,1.0,0,0,0,False,,unavailable_required_data_missing,单品种状态交互因子,state_interaction,extension,conditional,品种自身状态调节基础因子,mixed,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 数据不足无法判断,False,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,,,,,,,,0,,,0,,
32,factor_momentum,因子动量,meta_factor,extension,conditional,四个冻结基础因子组合最近二十日已实现收益的持续性,rolling_sum_20(mean(lagged_factor_portfolio_return)),mixed,严格滞后一期的动量、Carry、反转和板块相对价值组合收益,computed,,False,True,0.9738499336364407,0.02615006636355932,2361,68970,30,False,2015-04-21,pre_registered_and_data_quality_pass,因子动量,meta_factor,extension,conditional,四个冻结基础因子组合最近二十日已实现收益的持续性,mixed,1.0,1.0,1456,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,C 条件变量,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.0,,,factor_momentum__tsz,43.0,factor_momentum__tsz,0.09528952525535951,30,0.36666666666666664,-0.016765095720307707,0,,
33,fundamental_composite_news,基本面综合新息代理,information_news,extension,predictor,库存、仓单和基差中至少两类历史模型意外的统一方向组合,"mean(inventory_surprise,warehouse_surprise,basis_surprise)",positive,延迟一交易日可用的库存、仓单和现货；不是市场一致预期,computed,,False,True,0.7881025669989551,0.2118974330010449,55815,55815,28,True,2015-02-03,pre_registered_and_data_quality_pass,基本面综合新息代理,information_news,extension,predictor,库存、仓单和基差中至少两类历史模型意外的统一方向组合,positive,1.0,0.7439821420352557,1200,0.006272280478237456,0.004933777401597188,0.21965945818382349,0.02855456591806967,0.5116666666666667,0.49083333333333334,0.45416666666666666,0.46324966720008837,0.6432694918648331,-0.052428139433500665,-0.011245318899223644,0.06699164652679657,-0.1354850452780785,-0.1183787186491656,-0.09499442997479098,0.8656250000000001,-0.30913823690736075,0.7574856984018962,0.010567511721246037,0.19039586389353375,-0.0025760224543797117,-0.005240473022184089,-0.011245318899223644,-0.1354850452780785,-0.03259734994223351,-0.4603784551368295,0.3,0.00046122506449817265,0.739759915644558,0.9819821207204991,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.3333333333333333,0.05021104895884027,0.0030219705036891396,fundamental_composite_news__csz,45.0,fundamental_composite_news__csz,0.6874768127327799,28,0.75,0.031239555501316775,3,0.6666666666666666,0.018831328892878155
34,fundamental_underreaction,基本面反应不足代理,information_news,extension,predictor,模型隐含基本面新息扣除首个可交易日价格反应后的未吸收部分,fundamental_composite_news-cs_z(initial_price_response),positive,基本面综合新息代理与主力收益；不是市场一致预期,computed,,False,True,0.787947248030273,0.21205275196972695,55804,55804,28,True,2015-02-03,pre_registered_and_data_quality_pass,基本面反应不足代理,information_news,extension,predictor,模型隐含基本面新息扣除首个可交易日价格反应后的未吸收部分,positive,1.0,0.7439821420352557,1200,0.01705149086722055,0.013901460392126388,0.27016675686715896,0.06311468910886313,0.5133333333333333,0.4816666666666667,0.465,1.5634905164021284,0.11820114529008564,0.1443439445986925,0.028719283738754875,0.08708216435484967,0.36837842715414193,-0.1364053818287524,0.21054362631241316,1.390625,0.8708504726012921,0.38470967518527843,0.06538136932204397,0.7711774426871002,0.043233416754392406,0.5294593699564336,0.028719283738754875,0.36837842715414193,-0.006706398181339335,-0.03402196879802224,0.6,0.0024093885676228556,0.482868666373629,0.9819821207204991,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.022317431640309776,0.005293812451278081,fundamental_underreaction__csz,46.0,fundamental_underreaction__csz,0.6790593485741632,28,0.7142857142857143,0.026716374659332052,3,0.6666666666666666,0.0256216994161572
35,information_consistency,信息一致性,information_news,extension,predictor,仓单、库存、基差和Carry方向一致时放大的综合信号,mean(z_k)*abs(mean(sign(z_k))),positive,库存、仓单、基差、Carry,computed,,False,True,0.7056140747225439,0.2943859252774561,46995,49973,28,False,2016-01-12,pre_registered_and_data_quality_pass,信息一致性,information_news,extension,predictor,仓单、库存、基差和Carry方向一致时放大的综合信号,positive,1.0,0.7803884567588715,1386,0.005183880633936247,0.017480349326117348,0.2886634239815343,0.01795821778330967,0.5353535353535354,0.49927849927849927,0.4588744588744589,1.386285108132485,0.16588298506481627,0.0037987187744443762,0.0006730880484768775,0.08592891544315596,0.05071991533734081,-0.18146386082266608,0.0037092126521800764,0.5843309859154929,0.12312058633147066,0.9020990018046435,0.015519704997441153,0.22220195591074768,0.00658618284607293,0.11929337756713193,0.0006730880484768775,0.05071991533734081,-0.01396197742980032,-0.12055954717170303,0.49999999999999994,0.00041944367829889516,0.482868666373629,0.9890852074199301,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.041187359289308334,0.016537744260855563,information_consistency__csz,28.0,tightness_composite__csz,0.9042524258232566,28,0.7142857142857143,0.03150947513997415,3,0.6666666666666666,0.023484661568081284
36,information_divergence,信息背离,information_news,extension,predictor,供需基本面信号相对价格趋势的未反映差异,tightness_z-tsmom_z,positive,供需紧张度与实际主力合约收益,computed,,False,True,0.704879839597865,0.29512016040213496,49863,49921,28,False,2016-01-12,pre_registered_and_data_quality_pass,信息背离,information_news,extension,predictor,供需基本面信号相对价格趋势的未反映差异,positive,1.0,0.7803884567588715,1386,0.0178969657012755,0.024617402786926743,0.28542331375608465,0.06270323704730645,0.5447330447330447,0.5007215007215007,0.45165945165945165,1.9409638450832682,0.05246532078838926,0.15359812633165904,0.02568143830264047,0.0865705751695619,0.336279969578056,-0.14367966248319353,0.1787409425856946,0.648943661971831,0.8644166464997898,0.38809113942438966,0.04258413211106249,0.5252947455190665,0.03241019101424358,0.41188433772075134,0.02568143830264047,0.336279969578056,0.009046174195100232,0.1473217819651831,0.8999999999999998,0.0017884426427272515,0.3447721080379865,0.9819821207204991,B 辅助预测因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.03314782520386844,0.020858200244223503,information_divergence__csz,47.0,information_divergence__csz,0.7249701252677223,28,0.7142857142857143,0.03788649338717985,3,0.6666666666666666,0.007593953614562216
37,cost_transmission_gap,成本传导缺口,industry_chain,extension,predictor,上游成本冲击相对下游价格变化的未传导部分,sum(a_ij*upstream_return)-downstream_return,mixed,上下游关系与生产配比,unavailable,未提供经确认的产业链邻接表和实际生产配比,False,False,0.0,1.0,0,0,0,False,,unavailable_required_data_missing,成本传导缺口,industry_chain,extension,predictor,上游成本冲击相对下游价格变化的未传导部分,mixed,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 数据不足无法判断,False,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,,,,,,,,0,,,0,,
38,processing_margin_anomaly,加工利润异常,industry_chain,extension,predictor,加工利润相对历史季节正常水平的异常,seasonal_z(output-sum(a*input)-other_cost),mixed,产出投入价格、生产配比和其他成本,unavailable,缺少经确认的生产配比和其他成本序列,False,False,0.0,1.0,0,0,0,False,,unavailable_required_data_missing,加工利润异常,industry_chain,extension,predictor,加工利润相对历史季节正常水平的异常,mixed,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 数据不足无法判断,False,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,,,,,,,,0,,,0,,
39,warehouse_surprise,仓单新息,information_news,extension,predictor,注册仓单相对历史条件预期的标准化意外,-innovation_z(warehouse_receipt; prior_60),positive,注册仓单及观察日,computed,,False,True,0.9441698907119257,0.0558301092880743,63217,66868,30,True,2015-02-03,pre_registered_and_data_quality_pass,仓单新息,information_news,extension,predictor,注册仓单相对历史条件预期的标准化意外,positive,1.0,0.9686565103327657,1438,-0.0008595273939469159,0.0015367999099760187,0.2048402212050289,-0.004196087022804944,0.4860917941585535,0.4694019471488178,0.4631432545201669,0.16403957407836908,0.8697230587995081,-0.05085788761877741,-0.009092837677416199,0.07356052642400694,-0.08762496927768533,-0.1565708449045463,-0.05807490968679171,0.652199074074074,-0.23475712946421334,0.8145646415552092,0.007330986135402284,0.13585392784835276,-0.002554959837910542,0.0017461736927212844,-0.009092837677416199,-0.08762496927768533,-0.025254819126885986,-0.3108917625898954,0.39999999999999997,0.0003564994855484872,0.9092559251085767,0.9819821207204991,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.020486140760690396,0.0008797346953460894,warehouse_surprise__csz,48.0,warehouse_surprise__csz,0.6874768127327799,30,0.6666666666666666,0.02600477473808607,4,0.5,0.024885987912830306
40,transmission_residual,产业链传导残差,industry_chain,extension,predictor,剥离上游滞后冲击和板块共同收益后的残差,r_i-sum(beta*lagged_upstream_return)-beta_sector*r_sector,mixed,产业链邻接、滞后与板块收益,unavailable,未提供经确认的产业链邻接和传导滞后,False,False,0.0,1.0,0,0,0,False,,unavailable_required_data_missing,产业链传导残差,industry_chain,extension,predictor,剥离上游滞后冲击和板块共同收益后的残差,mixed,1.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 数据不足无法判断,False,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,,,,,,,,0,,,0,,
41,momentum_quality_60,动量质量因子,trend_momentum,core,predictor,以趋势效率过滤中期动量路径噪声,tsmom_60*trend_efficiency_60,positive,实际主力合约收益,computed,,False,True,0.9605489819547598,0.039451018045240205,67965,68028,30,False,2015-04-07,pre_registered_and_data_quality_pass,动量质量因子,trend_momentum,core,predictor,以趋势效率过滤中期动量路径噪声,positive,1.0,0.9986192295300778,1456,-0.0032931437591892823,-0.006469185777251913,0.278354969467157,-0.011830734567064518,0.4965659340659341,0.46291208791208793,0.47870879120879123,-0.5189130752373904,0.6039002721759341,-0.14977518395924228,-0.027617046391350653,0.10008543059870045,-0.22946682513441438,-0.2438700781723181,-0.11324491548256488,0.5455479452054794,-0.5623506342739947,0.5743100713030905,-0.014147100230486598,-0.09212893239892334,-0.022250774678606144,-0.17454126322143895,-0.027617046391350653,-0.22946682513441438,-0.04090720484813515,-0.36671174945286045,0.0,-0.00033857719878835953,0.7377402398014862,0.9819821207204991,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.3333333333333333,0.025776367900318738,-0.005547676742878554,momentum_quality_60__csz,50.0,momentum_quality_60__csz,0.8984494128756622,30,0.36666666666666664,-0.034584963121559356,4,0.75,0.004261495287695234
42,vol_managed_momentum,波动率管理动量,trend_momentum,core,predictor,按短期风险缩放中期趋势方向,sign(return_60)/volatility_20,positive,实际主力合约收益,computed,,False,True,0.9600265454237383,0.03997345457626167,67955,67991,30,False,2015-04-07,pre_registered_and_data_quality_pass,波动率管理动量,trend_momentum,core,predictor,按短期风险缩放中期趋势方向,positive,1.0,0.9986192295300778,1456,-0.002145820552735881,-0.0002557742934743167,0.19706021112016045,-0.010889161949732381,0.5116758241758241,0.46565934065934067,0.4539835164835165,-0.025432831257741862,0.9797132115196512,0.05865919738328729,0.009887469567767981,0.0672928167923666,0.17963046278056632,-0.14875303143534213,0.06646902905011201,0.6445205479452053,0.45105458375911583,0.6522861354112385,0.026416789947718566,0.42080442225086895,0.01646779105495244,0.27613432582026975,0.009887469567767981,0.17963046278056632,-0.00638200550472956,-0.0617432002158145,0.6,0.0009895253321736063,0.9797132115196512,0.9819821207204991,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.3333333333333333,0.030643206907711024,-0.001502332088014743,vol_managed_momentum__csz,51.0,vol_managed_momentum__csz,0.5785257430348747,30,0.5,0.0009065912144409593,4,0.75,0.0018137781461378733
43,idiosyncratic_volatility_60,特质波动因子,volatility_risk,extension,risk,剔除商品市场及板块共同收益后的剩余波动,"std(residual(r_i~r_market+r_sector),60)",mixed,实际主力合约收益、固定板块映射,computed,,False,True,0.9710683121064076,0.02893168789359235,68483,68773,30,False,2015-04-03,pre_registered_and_data_quality_pass,特质波动因子,volatility_risk,extension,risk,剔除商品市场及板块共同收益后的剩余波动,mixed,1.0,0.9986422423712431,1456,0.015589990810726928,0.014301364769676032,0.30299604288272025,0.051452786849633204,0.5315934065934066,0.4958791208791209,0.45947802197802196,1.113805105442097,0.26554676461002463,0.06260503701668352,0.010536156681162367,0.09774332211628267,0.15609035123152512,-0.20456199376570738,0.05150593464213996,0.18984018264840183,0.40520923130633424,0.6856214505283552,0.015376519494280094,0.20493322417569768,0.012469623101874383,0.17563405152562592,0.010536156681162367,0.15609035123152512,0.005718070128564401,0.10719529541813776,0.8999999999999998,0.0007637461065737811,0.5816738653362444,0.9819821207204991,D 风险变量,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.03632434262145855,0.013994209877187405,idiosyncratic_volatility_60__csz,52.0,idiosyncratic_volatility_60__csz,0.6450017064629009,30,0.8,0.04040238906921491,4,0.75,0.015439842829614199
44,term_structure_slope,期限结构斜率,term_structure,core,predictor,用完整可交易曲线加权拟合的年化斜率,-weighted_OLS_slope(log_future_price~maturity),positive,至少三个通过流动性和期限硬门的实际合约,computed,,False,True,0.807842195927819,0.19215780407218097,57210,57213,30,False,2015-01-05,pre_registered_and_data_quality_pass,期限结构斜率,term_structure,core,predictor,用完整可交易曲线加权拟合的年化斜率,positive,1.0,0.9271183320292723,1456,0.025909484819890347,0.02463305171692695,0.30692943069000506,0.08441512031493197,0.5487637362637363,0.5226648351648352,0.43612637362637363,1.834610508812548,0.06676749763370152,0.24485149857191257,0.0385264192768191,0.11622193196081668,0.3834992471150532,-0.1884495814208672,0.20443886893427204,0.37773972602739725,0.9409234386610706,0.347524507712355,0.04845099758566995,0.46536160987821823,0.042485231720086114,0.41624833132326194,0.0385264192768191,0.3834992471150532,0.028693280436439927,0.3016078521339531,0.6,0.0020094966653176408,0.3839131113937837,0.9819821207204991,B 辅助预测因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.6666666666666666,0.038323204083354746,0.02174332518212343,term_structure_slope__csz,54.0,term_structure_slope__csz,0.6994149572231179,30,0.5,0.00229009290839707,4,0.5,0.018603020299978828
45,term_structure_momentum,期限结构动量,term_structure,core,predictor,整条期限结构斜率的二十日变化,slope_t-slope_t-20,positive,完整曲线斜率历史,computed,,False,True,0.7337126881477507,0.2662873118522493,51963,51963,30,False,2015-02-02,pre_registered_and_data_quality_pass,期限结构动量,term_structure,core,predictor,整条期限结构斜率的二十日变化,positive,1.0,0.8931283656280204,1456,0.016863571606593426,0.014325991191867893,0.2929778167175278,0.05755920975700458,0.5412087912087912,0.5034340659340659,0.43956043956043955,1.2007062975648115,0.23006058652420217,0.02437387869499097,0.004165196394203985,0.106379440945459,0.09216671292058011,-0.2795221746633283,0.014901130471028905,0.8480022831050229,0.2116220258130677,0.8325500588717275,0.025847357933321602,0.29296281732503615,0.012783755991851997,0.17250126021710555,0.004165196394203985,0.09216671292058011,-0.017068702755922538,-0.10873556960904708,0.7999999999999999,0.0007587804822598591,0.5569887884270157,0.9819821207204991,E 暂不使用因子,True,机器学习接口采用预注册与数据质量硬门；统计结果只作研究报告，不用于回看式选特征,0.8333333333333334,0.018498426665171767,0.010216828857074456,term_structure_momentum__csz,55.0,term_structure_momentum__csz,0.6486274856995559,30,0.7,0.023774857666603894,4,0.75,0.029109636652759903
